station_id,lat,lon,page,details
ISRO1370,25.85,92.59,44,"277  Higher  Secondary  School,  Hamren. ASSAM  15F459 ISRO1113 25.85 92.59  2010-11-23 2018-12-13 HOURLY 278  Sri  Kish"
ISRO1382,26.44,92.04,45,"6-22 7-24 280  KVK,  Darrang  ASSAM  15F566 ISRO1382 26.44 92.04  2023-10-07 2026-04-15 281  Lampi,  Boko,  Kamrup  rura"
ISRO1383,26.44,92.04,45,"6-22 7-24 280  KVK,  Darrang  ASSAM  15F566 ISRO1382 26.44 92.04  2023-10-07 2026-04-15 281  Lampi,  Boko,  Kamrup  rura"
ISRO0463,26.44,92.04,45,"6-22 7-24 280  KVK,  Darrang  ASSAM  15F566 ISRO1382 26.44 92.04  2023-10-07 2026-04-15 281  Lampi,  Boko,  Kamrup  rura"
ISRO0516,25.74,91.23,45,"281  Lampi,  Boko,  Kamrup  rural ASSAM  15F567 ISRO1383 25.74 91.23  2023-09-26 2024-12-02 282  GD,SEOG-D,DES,N.Delhi D"
ISRO0024,28.61,77.18,45,DELHI  15F1CF ISRO0463 28.61 77.18  2008-09-24 2019-08-29 HOURLY 283  DSAC  ASI  Red  fort  Delhi DELHI  15F204 ISRO0516
ISRO0267,28.65,77.24,45,DELHI  15F204 ISRO0516 28.65 77.24  2008-09-24 2020-02-19 HOURLY 284  Taleigao  Plateau  Goa GOA  15F018 ISRO0024 15.43 
ISRO0268,15.38,73.83,46,"286  INS  Hansa,  Dabolim GOA  15F10C ISRO0268 15.38 73.83  2007-12-08 2019-08-11 HOURLY 287  Old  Goa  Monuments,  Old "
ISRO0308,15.38,73.83,46,"286  INS  Hansa,  Dabolim GOA  15F10C ISRO0268 15.38 73.83  2007-12-08 2019-08-11 HOURLY 287  Old  Goa  Monuments,  Old "
ISRO0422,15.38,73.83,46,"GOA  15F10C ISRO0268 15.38 73.83  2007-12-08 2019-08-11 HOURLY 287  Old  Goa  Monuments,  Old  Goa GOA  15F134 ISRO0308 "
ISRO0423,15.5,73.9,46,GOA  15F134 ISRO0308 15.50 73.90  2008-04-22 2019-08-11 HOURLY 288  VVMSSHSS  Bicholim GOA  15F1A6 ISRO0422 15.60 73.94 
ISRO0424,15.6,73.94,46,GOA  15F1A6 ISRO0422 15.60 73.94  2008-10-16 2019-07-27 HOURLY 289  GCAC  Virnoda  Pernem GOA  15F1A7 ISRO0423 15.70 73.
ISRO0425,15.7,73.82,46,GOA  15F1A7 ISRO0423 15.70 73.82  2008-09-24 2016-06-14 HOURLY 290  DMSCA  SC  Assagao GOA  15F1A8 ISRO0424 15.59 73.79 
ISRO0426,15.59,73.79,46,GOA  15F1A8 ISRO0424 15.59 73.79  2008-09-24 2020-09-25 HOURLY 291  Dhempe  CAS  Panjim GOA  15F1A9 ISRO0425 15.48 73.81
ISRO0427,15.31,73.95,47,293  CCA  SCW  Nuvem  Salcete GOA  15F1AB ISRO0427 15.31 73.95  2008-09-24 2019-06-30 HOURLY 294  GCASC  Quepem GOA  15F
ISRO0428,15.31,73.95,47,293  CCA  SCW  Nuvem  Salcete GOA  15F1AB ISRO0427 15.31 73.95  2008-09-24 2019-06-30 HOURLY 294  GCASC  Quepem GOA  15F
ISRO0429,15.31,73.95,47,GOA  15F1AB ISRO0427 15.31 73.95  2008-09-24 2019-06-30 HOURLY 294  GCASC  Quepem GOA  15F1AC ISRO0428 15.23 74.08  2008
ISRO0430,15.23,74.08,47,GOA  15F1AC ISRO0428 15.23 74.08  2008-09-24 2011-01-24 HOURLY 295  SPCCFCAS  Margoa GOA  15F1AD ISRO0429 15.29 73.98  2
ISRO0431,15.29,73.98,47,GOA  15F1AD ISRO0429 15.29 73.98  2008-09-24 2019-08-23 HOURLY 296  SMC  Canacona GOA  15F1AE ISRO0430 15.00 74.06  2008
ISRO0009,15.0,74.06,47,ISRO0430 15.00 74.06  2008-09-24 2021-04-15 HOURLY 297  GCASC  Khandola GOA  15F1AF ISRO0431 15.52 73.95  2008-09-24 201
ISRO0246,23.04,72.45,48,"299  MOG  BOPAL  SAC,  Ahmedabad. GUJARAT 15F0F6 ISRO0246 23.04 72.45  2007-11-26 2019-04-13 HOURLY 300  INS  Dwarka,Okh"
ISRO0264,23.04,72.45,48,"299  MOG  BOPAL  SAC,  Ahmedabad. GUJARAT 15F0F6 ISRO0246 23.04 72.45  2007-11-26 2019-04-13 HOURLY 300  INS  Dwarka,Okh"
ISRO0265,22.53,70.04,48,सॉफ्टवेयर User  Order  Processing  Software  Welcome  Bhargav  Gannavarapu  Logout ●    DashBoard ●    Order  ●    Statu
ISRO0301,22.48,73.53,49,"302  ASI  Pavagadh  Hallol  Godhra GUJARAT 15F12D ISRO0301 22.48 73.53  2008-09-04 2019-08-28 HOURLY 303  SAC,  Ahmedaba"
ISRO0303,22.48,73.53,49,"302  ASI  Pavagadh  Hallol  Godhra GUJARAT 15F12D ISRO0301 22.48 73.53  2008-09-04 2019-08-28 HOURLY 303  SAC,  Ahmedaba"
ISRO1001,22.48,73.53,49,"22.48 73.53  2008-09-04 2019-08-28 HOURLY 303  SAC,  Ahmedabad GUJARAT 15F12F ISRO0303 23.02 72.52  2008-04-22 2019-08-0"
ISRO1002,23.02,72.52,49,23.02 72.52  2008-04-22 2019-08-01 HOURLY 304  Sanand  (Tobacco  Res.  Station) GUJARAT 15F3E9 ISRO1001 23.00 72.38  200
ISRO1003,23.0,72.38,49,23.00 72.38  2009-12-24 2023-06-15 HOURLY 305  Talod  (Agricultural  Research  Station) GUJARAT 15F3EA ISRO1002 22.36 72
ISRO1004,22.36,72.93,49,22.36 72.93  2010-02-05 2023-11-18 HOURLY 306  Dehgam  (Fruit  Research  Station) GUJARAT 15F3EB ISRO1003 23.14 72.82  2
ISRO1005,23.14,72.82,49,23.14 72.82  2009-12-24 2020-09-27 HOURLY 307  Navsari  (  N.M.  College  of  Agricultural GUJARAT 15F3EC ISRO1004 20.93
ISRO1006,20.81,73.02,50,309  Gandevi  (  Fruit  Research  Station) GUJARAT 15F3EE ISRO1006 20.81 73.02  2009-12-31 2020-03-15 HOURLY 310  Paria 
ISRO1007,20.81,73.02,50,309  Gandevi  (  Fruit  Research  Station) GUJARAT 15F3EE ISRO1006 20.81 73.02  2009-12-31 2020-03-15 HOURLY 310  Paria 
ISRO1008,20.81,73.02,50,20.81 73.02  2009-12-31 2020-03-15 HOURLY 310  Paria  (Agricultural  Research  Station) GUJARAT 15F3EF ISRO1007 20.44 72
ISRO1009,20.44,72.95,50,20.44 72.95  2009-12-31 2020-10-16 HOURLY 311  Vyara  (  Regional  Paddy  Research) GUJARAT 15F3F0 ISRO1008 21.10 73.39 
ISRO1010,21.1,73.39,50,21.10 73.39  2009-12-29 2019-07-02 HOURLY 312  Surat  (  Main  Cotton  Research  Station) GUJARAT 15F3F1 ISRO1009 21.17 
ISRO1011,21.17,72.8,50,21.17 72.80  2009-12-30 2020-11-05 HOURLY 313  Bharuch  (  Regional  Cotton  Research  Station) GUJARAT 15F3F2 ISRO1010 
ISRO1012,21.9,72.9,51,315  Tanchha  (Cotton  Research  Station) GUJARAT 15F3F4 ISRO1012 21.90 72.90  2009-12-29 2024-11-14 HOURLY 316  Dediapa
ISRO1013,21.9,72.9,51,315  Tanchha  (Cotton  Research  Station) GUJARAT 15F3F4 ISRO1012 21.90 72.90  2009-12-29 2024-11-14 HOURLY 316  Dediapa
ISRO1014,21.9,72.9,51,21.90 72.90  2009-12-29 2024-11-14 HOURLY 316  Dediapada  (  Dept.  of  Agri.  Engineering) GUJARAT 15F3F5 ISRO1013 21.6
ISRO1015,21.65,73.58,51,21.65 73.58  2010-01-06 2019-08-12 HOURLY 317  Bardoli  (  Wheat  Research  Station) GUJARAT 15F3F6 ISRO1014 21.15 73.10
ISRO1016,21.15,73.1,51,21.15 73.10  2010-01-06 2023-08-25 HOURLY 318  Nawagam  (  Main  Rice  Research  Station) GUJARAT 15F3F7 ISRO1015 22.80 
ISRO1017,22.8,72.58,51,22.80 72.58  2010-02-01 2020-06-13 HOURLY 319  Derol  (  Agricultural  Research  Station) GUJARAT 15F3F8 ISRO1016 22.62 
ISRO1018,22.62,73.46,51,22.62 73.46  2010-02-04 2021-03-12 HOURLY 320  Dabhoi  (  Paddy  Research  Station) GUJARAT 15F3F9 ISRO1017 22.14 73.44 
ISRO1019,22.44,72.79,52,Training  Center) 322  Dharmaj  (  Tobbaco  Research  Station) GUJARAT 15F3FB ISRO1019 22.44 72.79  2010-02-02 2024-10-1
ISRO1020,22.44,72.79,52,Training  Center) 322  Dharmaj  (  Tobbaco  Research  Station) GUJARAT 15F3FB ISRO1019 22.44 72.79  2010-02-02 2024-10-1
ISRO1021,22.44,72.79,52,22.44 72.79  2010-02-02 2024-10-13 HOURLY 323  Khandha  (  Narmada  Irrigation  Res.  Station) GUJARAT 15F3FC ISRO1020 2
ISRO1022,22.06,73.07,52,22.06 73.07  2010-02-02 2020-08-31 HOURLY 324  Dhandhuka  (Agricultural  Research  Station) GUJARAT 15F3FD ISRO1021 22.3
ISRO1023,22.35,71.97,52,22.35 71.97  2010-01-11 2022-12-03 HOURLY 325  Jabugam  (Bio-Fertilizer  Project  Off.) GUJARAT 15F3FE ISRO1022 22.29 73
ISRO1024,22.29,73.78,52,22.29 73.78  2010-01-30 2020-11-14 HOURLY 326  Vijapur  (  Main  Wheat  Research  Station) GUJARAT 15F3FF ISRO1023 23.57
ISRO1025,23.64,72.7,53,328  Ladol  (Agricultural  Research  Station) GUJARAT 15F401 ISRO1025 23.64 72.70  2009-12-08 2021-03-02 HOURLY 329  Dee
ISRO1026,23.64,72.7,53,328  Ladol  (Agricultural  Research  Station) GUJARAT 15F401 ISRO1025 23.64 72.70  2009-12-08 2021-03-02 HOURLY 329  Dee
ISRO1027,23.64,72.7,53,23.64 72.70  2009-12-08 2021-03-02 HOURLY 329  Deesa  (  Potato  Research  Station) GUJARAT 15F402 ISRO1026 24.26 72.19 
ISRO1028,24.26,72.19,53,24.26 72.19  2009-12-14 2020-10-08 HOURLY 330  S  K  Nagar  (  C.P.  College  of  Agriculture) GUJARAT 15F403 ISRO1027 2
ISRO1029,24.32,72.3,53,24.32 72.30  2009-12-17 2019-01-02 HOURLY 331  Radhanpur  (  Dry  Farming  Research  Station) GUJARAT 15F404 ISRO1028 23
ISRO1030,23.83,71.54,53,23.83 71.54  2009-12-24 2020-05-18 HOURLY 332  Kholwad  (Agricultural  Research  Station) GUJARAT 15F405 ISRO1029 23.93 
ISRO1031,23.93,72.35,53,23.93 72.35  2010-01-06 2019-01-01 HOURLY 333  Adiya  (Agricultural  Research  Station) GUJARAT 15F406 ISRO1030 23.78 72
ISRO1032,23.14,68.96,54,335  Kothara  (Agricultural  Research  Station) GUJARAT 15F408 ISRO1032 23.14 68.96  2009-12-24 2018-05-02 HOURLY 336  B
ISRO1033,23.14,68.96,54,335  Kothara  (Agricultural  Research  Station) GUJARAT 15F408 ISRO1032 23.14 68.96  2009-12-24 2018-05-02 HOURLY 336  B
ISRO1034,23.14,68.96,54,23.14 68.96  2009-12-24 2018-05-02 HOURLY 336  Bhachau  (Agricultural  Research  Station) GUJARAT 15F409 ISRO1033 23.30 
ISRO1035,23.3,70.35,54,23.30 70.35  2009-12-28 2017-11-04 HOURLY 337  Rapar  (  Resource  Conservation  Technology) GUJARAT 15F40A ISRO1034 23.
ISRO1036,23.55,70.64,54,23.55 70.64  2010-01-06 2019-01-02 HOURLY 338  Khedbrahma  (  Krushi  Vigyan  Kendra) GUJARAT 15F40B ISRO1035 24.02 73.0
ISRO1037,24.02,73.05,54,24.02 73.05  2009-12-01 2017-11-10 HOURLY 339  Jamkhambaliya  (  Dry  Land  research  Station) GUJARAT 15F40C ISRO1036 2
ISRO1038,22.23,69.63,54,22.23 69.63  2010-01-28 2019-02-18 HOURLY 340  Halvad  (  Agri.  Diploma  School) GUJARAT 15F40D ISRO1037 23.01 71.19  2
ISRO1039,21.13,70.12,55,Research  Station) 1-21 0-11 342  Mangrol  (  Fruit  Research  Station) GUJARAT 15F40F ISRO1039 21.13 70.12  2010-01-25 
ISRO1040,21.13,70.12,55,Research  Station) 1-21 0-11 342  Mangrol  (  Fruit  Research  Station) GUJARAT 15F40F ISRO1039 21.13 70.12  2010-01-25 
ISRO1041,21.13,70.12,55,21.13 70.12  2010-01-25 2019-09-08 HOURLY 343  Kodinar  (  Main  Sugarcane  Research  Station) GUJARAT 15F410 ISRO1040 2
ISRO1042,20.82,70.69,55,20.82 70.69  2010-01-22 2019-04-11 HOURLY 344  Manavadar  (  oil  seeds  Research  Stations) GUJARAT 15F411 ISRO1041 21.
ISRO1043,21.51,70.14,55,21.51 70.14  2010-01-23 2019-09-08 HOURLY 345  Vallabhipur  (  Dry  land  Research  Station) GUJARAT 15F412 ISRO1042 21.
ISRO1081,21.88,71.88,55,ISRO1042 21.88 71.88  2009-12-29 2019-07-08 HOURLY 346  Ratia  (  Dry  Land  Research  Station) GUJARAT 15F413 ISRO1043 
ISRO1082,24.23,69.19,56,348  Vigokot  GUJARAT 15F43A ISRO1082 24.23 69.19  2010-04-29 2019-01-01 HOURLY 349  Suigam  GUJARAT 15F43B ISRO1083 24.
ISRO1083,24.23,69.19,56,348  Vigokot  GUJARAT 15F43A ISRO1082 24.23 69.19  2010-04-29 2019-01-01 HOURLY 349  Suigam  GUJARAT 15F43B ISRO1083 24.
ISRO1097,24.23,69.19,56,ISRO1082 24.23 69.19  2010-04-29 2019-01-01 HOURLY 349  Suigam  GUJARAT 15F43B ISRO1083 24.15 71.35  2010-04-29 2019-01-
ISRO1501,24.15,71.35,56,"24.15 71.35  2010-04-29 2019-01-01 HOURLY 350  ISRO-Observatory,  Desalpur,  Kutch GUJARAT 15F449 ISRO1097 23.74 70.69  "
ISRO0023,23.74,70.69,56,"23.74 70.69  2010-12-14 2019-01-02 HOURLY 351  Agricultural  Research  Station,  AAU,  Sansoli GUJARAT 15F5DD ISRO1501 2"
ISRO0682,21.86,72.75,56,21.86 72.75  2011-02-01 2020-08-16 HOURLY 352  GBP  Pant  Inst.Mohal-Kullu HIMACHAL  PRADESH 15F017 ISRO0023 31.90 77.12
ISRO0683,31.9,77.12,56,"31.90 77.12  2006-11-07 2022-03-09 HOURLY 353  UCIL  Turamdih  Mines,  Jaduguda-1 JHARKHAND 15F2AA ISRO0682 22.75 86.17 "
ISRO0928,24.17,85.03,57,"Mines,  Jaduguda-2 2-04 1-15 355  BDO-D.C.Office-Gidhapur- JHARKHAND 15F3A0 ISRO0928 24.17 85.03  2010-05-10 2019-01-04 "
ISRO0929,24.17,85.03,57,"Mines,  Jaduguda-2 2-04 1-15 355  BDO-D.C.Office-Gidhapur- JHARKHAND 15F3A0 ISRO0928 24.17 85.03  2010-05-10 2019-01-04 "
ISRO0930,24.17,85.03,57,24.17 85.03  2010-05-10 2019-01-04 HOURLY 356  BDO-D.C.OfficeDevipur JHARKHAND 15F3A1 ISRO0929 24.40 86.59  2010-08-15 2
ISRO0931,24.4,86.59,57,24.40 86.59  2010-08-15 2018-11-06 HOURLY 357  DESE-ISM  Dhanbad- JHARKHAND 15F3A2 ISRO0930 23.81 86.44  2010-05-10 2019
ISRO0932,23.81,86.44,57,23.81 86.44  2010-05-10 2019-01-02 HOURLY 358  BDO-Dhumka-D.C.Office- JHARKHAND 15F3A3 ISRO0931 24.28 87.26  2010-11-25 
ISRO0933,24.28,87.26,57,24.28 87.26  2010-11-25 2018-02-28 HOURLY 359  BDO-BhandariaD.C.Office JHARKHAND 15F3A4 ISRO0932 23.73 83.82  2010-05-10
ISRO0934,24.05,83.63,58,361  BDO-Chinia   JHARKHAND 15F3A6 ISRO0934 24.05 83.63  2010-08-15 2019-01-02 HOURLY 362  BDO-Dandai   JHARKHAND 15F3A7
ISRO0935,24.05,83.63,58,361  BDO-Chinia   JHARKHAND 15F3A6 ISRO0934 24.05 83.63  2010-08-15 2019-01-02 HOURLY 362  BDO-Dandai   JHARKHAND 15F3A7
ISRO0936,24.05,83.63,58,15F3A6 ISRO0934 24.05 83.63  2010-08-15 2019-01-02 HOURLY 362  BDO-Dandai   JHARKHAND 15F3A7 ISRO0935 24.12 83.62  2010-
ISRO0937,24.12,83.62,58,15F3A7 ISRO0935 24.12 83.62  2010-05-10 2018-12-20 HOURLY 363  BDO-Dhurki   JHARKHAND 15F3A8 ISRO0936 24.14 83.45  2010-
ISRO0938,24.14,83.45,58,363  BDO-Dhurki   JHARKHAND 15F3A8 ISRO0936 24.14 83.45  2010-05-10 2018-01-08 HOURLY 364  BDO-Kandi   JHARKHAND 15F3A9 
ISRO0939,24.47,83.77,58,15F3A9 ISRO0937 24.47 83.77  NA  NA  HOURLY 365  BDO-Kharaundhi JHARKHAND 15F3AA ISRO0938 24.42 83.43  2010-05-10 2019-0
ISRO0940,24.42,83.43,58,24.42 83.43  2010-05-10 2019-01-02 HOURLY 366  Block  Developmwent  Officer-Majhiaon JHARKHAND 15F3AB ISRO0939 24.32 83.
ISRO0941,24.29,83.51,59,368  BDO-Nagaruntari JHARKHAND 15F3AD ISRO0941 24.29 83.51  2010-08-15 2011-11-01 HOURLY 369  BDO-Ramkanda JHARKHAND 15F
ISRO0942,24.29,83.51,59,368  BDO-Nagaruntari JHARKHAND 15F3AD ISRO0941 24.29 83.51  2010-08-15 2011-11-01 HOURLY 369  BDO-Ramkanda JHARKHAND 15F
ISRO0943,24.29,83.51,59,ISRO0941 24.29 83.51  2010-08-15 2011-11-01 HOURLY 369  BDO-Ramkanda JHARKHAND 15F3AE ISRO0942 23.87 83.88  2010-05-10 2
ISRO0944,23.87,83.88,59,15F3AE ISRO0942 23.87 83.88  2010-05-10 2011-02-21 HOURLY 370  BDO-Ramna   JHARKHAND 15F3AF ISRO0943 24.24 83.59  2010-0
ISRO0945,24.24,83.59,59,ISRO0943 24.24 83.59  2010-05-10 2019-01-02 HOURLY 371  BDO-Ranka   JHARKHAND 15F3B0 ISRO0944 24.00 83.79  2010-05-10 20
ISRO0946,24.0,83.79,59,24.00 83.79  2010-05-10 2019-01-02 HOURLY 372  BDO-Jamua-D.C.Office- JHARKHAND 15F3B1 ISRO0945 24.20 86.15  2010-07-20 2
ISRO0947,24.2,86.15,59,24.20 86.15  2010-07-20 2018-12-31 HOURLY 373  BDO-Mahagama-D.C.Office- JHARKHAND 15F3B2 ISRO0946 25.02 87.32  2010-05-1
ISRO0948,24.02,85.38,60,3-05 1-01 375  Vinobha  Bhave  University-Hazaribagh- JHARKHAND 15F3B4 ISRO0948 24.02 85.38  2010-10-12 2019-01-02 HOURL
ISRO0949,24.02,85.38,60,3-05 1-01 375  Vinobha  Bhave  University-Hazaribagh- JHARKHAND 15F3B4 ISRO0948 24.02 85.38  2010-10-12 2019-01-02 HOURL
ISRO0950,24.02,85.38,60,24.02 85.38  2010-10-12 2019-01-02 HOURLY 376  BDO-Narayanpur-D.C.Office- JHARKHAND 15F3B5 ISRO0949 24.05 86.61  2010-05
ISRO0951,24.05,86.61,60,24.05 86.61  2010-05-30 2019-01-02 HOURLY 377  BDO-Chandwara-D.C.Office- JHARKHAND 15F3B6 ISRO0950 24.40 85.49  2011-01-
ISRO0952,24.4,85.49,60,24.40 85.49  2011-01-29 2018-12-31 HOURLY 378  IFP-Nucleus  Brood  Lac  Farm-Turhamu-Chandwa  Latehar JHARKHAND 15F3B7 I
ISRO0953,23.67,84.73,60,23.67 84.73  2010-03-05 2019-01-02 HOURLY 379  BDO-D.C.OfficeKisko JHARKHAND 15F3B8 ISRO0952 23.52 84.50  2010-08-04 201
ISRO0954,24.26,83.93,61,381  BDO-D.C.Office-Bishrampur- JHARKHAND 15F3BA ISRO0954 24.26 83.93  2010-03-05 2017-08-14 HOURLY 382  BDO-D.C.Office-
ISRO0955,24.26,83.93,61,381  BDO-D.C.Office-Bishrampur- JHARKHAND 15F3BA ISRO0954 24.26 83.93  2010-03-05 2017-08-14 HOURLY 382  BDO-D.C.Office-
ISRO0956,24.26,83.93,61,24.26 83.93  2010-03-05 2017-08-14 HOURLY 382  BDO-D.C.Office-Chainpur- JHARKHAND 15F3BB ISRO0955 24.02 84.05  2010-03-0
ISRO0957,24.02,84.05,61,24.02 84.05  2010-03-05 2019-01-02 HOURLY 383  BDO-D.C.Office-Chhatarpur- JHARKHAND 15F3BC ISRO0956 24.38 84.20  2010-08
ISRO0958,24.38,84.2,61,24.38 84.20  2010-08-15 2011-07-27 HOURLY 384  BDO-D.C.Office-Hariharganj- JHARKHAND 15F3BD ISRO0957 24.56 84.28  2010-0
ISRO0959,24.56,84.28,61,24.56 84.28  2010-08-15 2018-07-30 HOURLY 385  BDO-D.C.Office-Hussainabad- JHARKHAND 15F3BE ISRO0958 24.16 84.05  2010-1
ISRO0960,24.16,84.05,61,24.16 84.05  2010-12-11 2017-08-16 HOURLY 386  BDO-D.C.Office-Leslieganj- JHARKHAND 15F3BF ISRO0959 24.04 84.21  2010-03
ISRO0961,24.33,83.97,62,1-10 1-02 388  BDO-D.C.Office-Pandu- JHARKHAND 15F3C1 ISRO0961 24.33 83.97  2010-12-24 2019-01-02 HOURLY 389  BDO-D.C.Of
ISRO0962,24.33,83.97,62,1-10 1-02 388  BDO-D.C.Office-Pandu- JHARKHAND 15F3C1 ISRO0961 24.33 83.97  2010-12-24 2019-01-02 HOURLY 389  BDO-D.C.Of
ISRO0963,24.33,83.97,62,24.33 83.97  2010-12-24 2019-01-02 HOURLY 389  BDO-D.C.Office-Panki- JHARKHAND 15F3C2 ISRO0962 24.03 84.47  2010-11-10 2
ISRO0964,24.03,84.47,62,24.03 84.47  2010-11-10 2018-11-02 HOURLY 390  BDO-D.C.Office-Patan- JHARKHAND 15F3C3 ISRO0963 24.20 84.19  2011-01-14 2
ISRO0965,24.2,84.19,62,24.20 84.19  2011-01-14 2011-02-18 HOURLY 391  BDO-D.C.Office-Satbarwa- JHARKHAND 15F3C4 ISRO0964 23.92 84.26  2010-11-1
ISRO0966,23.92,84.26,62,23.92 84.26  2010-11-10 2019-01-02 HOURLY 392  BDO-D.C.Office-Chakradharpur- JHARKHAND 15F3C5 ISRO0965 22.68 85.61  2010
ISRO0967,23.61,85.52,63,394  BDO-D.C.Office-Ramgarh  Post:Ramgarh JHARKHAND 15F3C7 ISRO0967 23.61 85.52  2010-03-05 2019-01-02 HOURLY 395  BDO-D
ISRO0968,23.61,85.52,63,394  BDO-D.C.Office-Ramgarh  Post:Ramgarh JHARKHAND 15F3C7 ISRO0967 23.61 85.52  2010-03-05 2019-01-02 HOURLY 395  BDO-D
ISRO0969,23.61,85.52,63,23.61 85.52  2010-03-05 2019-01-02 HOURLY 395  BDO-D.C.Office-Angara JHARKHAND 15F3C8 ISRO0968 23.40 85.51  2010-03-05 2
ISRO0970,23.4,85.51,63,23.40 85.51  2010-03-05 2019-01-02 HOURLY 396  DIFP-FRC  Mandar JHARKHAND 15F3C9 ISRO0969 23.41 85.10  2010-03-05 2018-1
ISRO0971,23.41,85.1,63,23.41 85.10  2010-03-05 2018-12-31 HOURLY 397  BDO  Bero  Ranchi JHARKHAND 15F3CA ISRO0970 23.30 85.02  2010-05-10 2017-
ISRO0972,23.3,85.02,63,23.30 85.02  2010-05-10 2017-08-04 HOURLY 398  CTR&TI-CTRTI  Ratu- JHARKHAND 15F3CB ISRO0971 23.42 85.21  2010-05-10 201
ISRO0973,23.42,85.21,63,ISRO0971 23.42 85.21  2010-05-10 2019-01-02 HOURLY 399  JSAC-Engineers  Hostel-II-Namkum-Dhurwa JHARKHAND 15F3CC ISRO097
ISRO0974,23.57,85.13,64,सॉफ्टवेयर User  Order  Processing  Software  Welcome  Bhargav  Gannavarapu  Logout ●    DashBoard ●    Order  ●    Statu
ISRO0975,23.57,85.13,64,End  Date Temporal  Resolution Order  Data 401 BDO-Burmu.   JHARKHAND 15F3CE ISRO0974 23.57 85.13 2010-03-05 2019-01-02 
ISRO0976,23.22,85.05,65,403 BDO-Lapung   JHARKHAND 15F3D0 ISRO0976 23.22 85.05 2010-11-16 2019-01-02 HOURLY 404 BDO-Ormanjhi   JHARKHAND 15F3D1 
ISRO0977,23.22,85.05,65,403 BDO-Lapung   JHARKHAND 15F3D0 ISRO0976 23.22 85.05 2010-11-16 2019-01-02 HOURLY 404 BDO-Ormanjhi   JHARKHAND 15F3D1 
ISRO0978,23.47,85.47,65,2010-11-16 2019-01-02 HOURLY 404 BDO-Ormanjhi   JHARKHAND 15F3D1 ISRO0977 23.47 85.47 2011-01-01 2011-02-13 HOURLY 405 B
ISRO0979,23.36,85.85,65,2011-01-01 2011-02-13 HOURLY 405 BDO-Silli   JHARKHAND 15F3D2 ISRO0978 23.36 85.85 2010-05-10 2019-04-27 HOURLY 406 BDO-
ISRO0980,23.18,85.71,65,2010-05-10 2019-04-27 HOURLY 406 BDO-Sonahatu   JHARKHAND 15F3D3 ISRO0979 23.18 85.71 2010-03-07 2011-10-28 HOURLY 407 B
ISRO0981,23.06,85.66,65,2010-03-07 2011-10-28 HOURLY 407 BDO-Tamar   JHARKHAND 15F3D4 ISRO0980 23.06 85.66 2010-03-05 2020-03-09 HOURLY 408 BDO-
ISRO0982,23.01,85.53,66,409 BDO-Arki  JHARKHAND 15F3D6 ISRO0982 23.01 85.53 2010-05-10 2019-01-02 HOURLY 410 BDO-Khunti   JHARKHAND 15F3D7 ISRO0
ISRO0983,23.01,85.53,66,409 BDO-Arki  JHARKHAND 15F3D6 ISRO0982 23.01 85.53 2010-05-10 2019-01-02 HOURLY 410 BDO-Khunti   JHARKHAND 15F3D7 ISRO0
ISRO0984,23.06,85.29,66,2019-01-02 HOURLY 410 BDO-Khunti   JHARKHAND 15F3D7 ISRO0983 23.06 85.29 2010-08-06 2017-09-11 HOURLY 411 BDO-D.C  Offic
ISRO0985,25.04,87.84,66,HOURLY 411 BDO-D.C  Office-Rajmahal JHARKHAND 15F3D8 ISRO0984 25.04 87.84 2010-12-29 2017-07-16 HOURLY 412 BDO-D.C  Offi
ISRO0986,22.78,85.82,66,2017-07-16 HOURLY 412 BDO-D.C  Office-Khar  sawan JHARKHAND 15F3D9 ISRO0985 22.78 85.82 2010-11-10 2018-12-31 HOURLY 413
ISRO0015,22.71,84.7,66,2010-11-10 2018-12-31 HOURLY 413 BDO-D.C.Office-Kolebira   JHARKHAND 15F3DA ISRO0986 22.71 84.70 2010-03-05 2017-08-08 H
ISRO0018,13.03,77.56,67,4-28 1-05 415 IISc.  Bangalore  KARNATAKA 15F012 ISRO0018 13.03 77.56 2006-01-07 2018-01-02 HOURLY 416 RV  COLLEGE  OF  
ISRO0123,13.03,77.56,67,4-28 1-05 415 IISc.  Bangalore  KARNATAKA 15F012 ISRO0018 13.03 77.56 2006-01-07 2018-01-02 HOURLY 416 RV  COLLEGE  OF  
ISRO0124,12.92,77.5,67,HOURLY 416 RV  COLLEGE  OF  ENGG.  BANGALORE KARNATAKA 15F07B ISRO0123 12.92 77.50 2007-11-26 2017-12-30 HOURLY 417 AICR
ISRO0216,13.09,77.57,67,"HOURLY 417 AICRP  AGR.,  UAS  GKVK  BANGALORE KARNATAKA 15F07C ISRO0124 13.09 77.57 2006-11-07 2019-04-25 HOURLY 418 AF "
ISRO0222,13.13,77.61,67,"2019-04-25 HOURLY 418 AF  Stn.  YELAHANKA,  BANGALORE KARNATAKA 15F0D8 ISRO0216 13.13 77.61 2007-11-26 2012-12-20 HOURLY"
ISRO0223,13.04,77.57,68,"420 ISRO  HQ  Banglore  KARNATAKA 15F0DF ISRO0223 13.04 77.57 2006-11-07 2018-01-02 HOURLY 421 Chandrayaan  Site,Bylalu "
ISRO0224,13.04,77.57,68,"420 ISRO  HQ  Banglore  KARNATAKA 15F0DF ISRO0223 13.04 77.57 2006-11-07 2018-01-02 HOURLY 421 Chandrayaan  Site,Bylalu "
